;,,,";무기/장비=""Equipment"",클래스(캐릭터)=""Class""",";권총=1,샷건=2,기관단총=3,소총=4,기관총=5장비=6,클래스=7,기능성(passive)=8,작동성(active)=9",,";UseType, 0= 간접사용, 1= 자동사용, 2= 수동사용, 3= 수동사용(int), 4= 수동사용(string), 5= 팝업, 6= 사용 불가(버튼 없음, ClassName 값은 Item 으로 설정 필요)",";공용=0,테러리스트1,대테러리스트2",,,,,,,,,,,,,,,,,,,,,";0=개인,1=클랜;공백=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ID,Name,recourcename,ClassName,Category,InGameID,UseType,Team,Level,ExpPointModCategory,ExpModPriority,ExpModMin,ExpModMax,PCBangExpModMin,PCBangExpModMax,PointModPriority,PointModMin,PointModMax,PCBangPointModMin,PCBangPointModMax,InventoryType,Damage,HitRate,Reaction,FiringSpeed,Weight,SkinBase,Period,BuyerType,ItemBoxName,TeamBonusExpOther,TeamBonusExpSelf,TeamBonusPointOther,TeamBonusPointSelf,rewardID,InGameItem,mdl,skin,DisReward1,DisReward2,DisReward3,EnhWeapon,ZombieSkin,TradeNum,TradeDay,CanExtend,SortingIndex,ItemGrade,"ItemGradeForMode(노말, 좀비, 시나리오)",zombie_damage,scen_damage,knockback,delay,ammo,WeaponPart,lockedbox key,1 = 백과사전에서는 노출 되지만 수집현황(무기/클래스) 제외 / 2 =백과사전과 수집현황에서 모두 제외
472,coscatback,coscatback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
473,coscatpelvis,coscatpelvis,PelvisCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1102,0,,,,,,1,0,,
474,coscatface,coscatface,FaceCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,1100,0,,,,,,1,0,,2
475,cosangelhead,cosangelhead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
476,cosangelback,cosangelback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
477,cosdevilhead,cosdevilhead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
478,cosdevilback,cosdevilback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
479,cosdevilpelvis,cosdevilpelvis,PelvisCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1102,0,,,,,,1,0,,
480,katanad,katanad,Equipment,11,4015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,8,2,"2,0,1",,,,,1,5,,
481,goodluckspray,goodluckspray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,0,,,240,9124,9208,0,0,0,0,0,2002,0,,,,,,1,0,,2
482,balrog5,balrog5,Equipment,4,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,89,88,89,76,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,3,3,"2,1,2",29,74,17,38,1,3,,0
483,dragonsword,dragonsword,Equipment,11,4016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9260,9280,6,0,0,0,0,8,4,"2,2,2",,,,,1,5,,0
484,as50g,as50g,Equipment,4,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,70,8,76,65,,1,,,0,0,0,0,0,1,,,240,9260,9280,8,0,0,0,0,4,4,"3,2,0",242,595,25,71,1,3,,0
485,secretreport1,secretreport1,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,5,9124,0,0,0,0,0,0,3201,0,,,,,,1,0,,
486,M16A1,m16a1,Equipment,4,174,1,2,,0,0,0,0,0,0,0,0,0,0,0,1,25,87,80,82,74,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,3,1,"2,0,0",34,34,13,50,1,3,,
487,oicw,oicw,Equipment,4,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,90,84,91,76,,1,,,0,0,0,0,0,1,,,240,9260,9280,5,0,0,0,0,3,4,"3,1,0",46,60,14,61,1,3,,0
488,m60g,m60g,Equipment,5,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,100,80,90,71,,1,,,0,0,0,0,0,1,,,240,9260,9280,8,0,0,0,0,5,4,"3,1,1",35,46,13,50,1,3,,0
489,coshalloweenhead,coshalloweenhead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
490,coshalloweenback,coshalloweenback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
491,ak47red,ak47red,Equipment,4,184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,83,79,91,72,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,3,2,"3,0,0",40,40,13,50,1,3,,
492,m4a1red,m4a1red,Equipment,4,185,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,90,82,91,76,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,3,2,"3,0,0",32,32,13,50,1,3,,
493,uts15,uts15,Equipment,2,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,100,58,72,82,,1,,,0,0,0,0,0,1,,,240,9260,9280,8,0,0,0,676,2,2,"2,2,0",80,160,12,80,1,3,,0
494,cosclockback,cosclockback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
495,Sfsniper,sfsniper,Equipment,4,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138,100,70,0,58,,1,,,0,0,0,0,0,1,,,240,9260,9280,6,0,0,0,0,4,4,"4,2,3",938,3100,15,92,1,3,,
496,DoubleBarrel gold,dbarrelg,Equipment,2,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,100,12,88,82,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,2,4,"2,2,0",126,203,68,32,1,3,,0
497,m249ep,m249ep,Equipment,5,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,79,79,90,71,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,5,2,"0,1,0",29,29,13,50,1,3,,
498,wcg12spray,wcg12spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,0,,,240,9124,9208,0,0,0,0,0,2002,0,,,,,,1,0,,
503,mg36xmas,mg36xmas,Equipment,5,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,79,81,91,76,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,5,2,"3,1,0",28,28,13,50,1,3,,
504,balrog9,balrog9,Equipment,11,4017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,8,3,"2,1,2",,,,,1,5,,
505,cossnowhead,cossnowhead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
506,cossnowback,cossnowback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
507,secretreport2,secretreport2,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,5,9124,0,0,0,0,0,0,3201,0,,,,,,1,0,,
508,XmasHat,XmasHat,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
509,g11,g11,Equipment,4,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,84,83,92,74,,1,,,0,0,0,0,0,1,,,240,9260,9280,8,0,0,0,676,3,2,"2,0,0",29,29,13,50,1,3,,
510,yuri2,yuri2,Class,7,58,1,1,0,2,2,10,10,10,10,2,10,10,10,10,16,17,26,23,20,19,,1,,,0,0,0,0,0,0,,,240,9123,9204,0,0,0,0,0,1000,3,,,,,,1,0,,
511,alice2,alice2,Class,7,59,1,2,0,2,2,10,10,10,10,2,10,10,10,10,16,22,19,19,26,19,,1,,,0,0,0,0,0,0,,,240,9123,9204,0,0,0,0,0,1001,3,,,,,,1,0,,
512,cosalice2head,cosalice2head,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
513,shelteraxe,shelteraxe,Equipment,11,4018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,8,0,"2,0,0",,,,,1,0,,2
514,secretreport3,secretreport3,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,5,9124,0,0,0,0,0,0,3201,0,,,,,,1,0,,
515,cosgoldhead,cosgoldhead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
516,cosgoldback,cosgoldback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
517,balrog1,balrog1,Equipment,1,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,69,70,85,85,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,7,3,"3,2,2",56,131,14,50,1,3,,0
518,chainsaw,chainsaw,Equipment,6,193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,100,95,92,90,,1,,,0,0,0,0,0,1,,,240,9260,9280,6,0,0,0,0,6,5,"0,3,1",65,97,5,85,1,3,,
519,snakegun,snakegun,Equipment,3,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,73,91,90,85,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,1,2,"1,0,1",27,27,13,38,1,3,,
520,snakesword,snakesword,Equipment,11,4019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,8,4,"1,0,1",,,,,1,5,,
521,TextY01,TextY01,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
522,TextY02,TextY02,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
523,tbarrel,tbarrel,Equipment,2,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,100,12,88,81,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,2,2,"3,3,0",112,112,68,32,1,3,,
524,cosspeed1,cosspeed1,ZombieSkinCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,480,9123,9204,0,1,0,0,0,3101,2,,,,,,1,0,,
525,k3,k3,Equipment,5,197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,81,73,90,78,,1,,,0,0,0,0,0,1,,,0,0,0,5,0,0,0,0,5,1,"0,1,0",63,54,13,50,1,3,,
526,cospighead,cospighead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
527,cospigback,cospigback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
528,cospigpelvis,cospigpelvis,PelvisCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1102,0,,,,,,1,0,,
529,cospigface,cospigface,FaceCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,1100,0,,,,,,1,0,,2
530,fglauncher,fglauncher,Equipment,6,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113,100,18,57,71,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,6,4,"1,0,0",1488,5288,0,0,1,3,,0
531,mg36g,mg36g,Equipment,5,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,79,81,91,77,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,5,4,"3,1,1",38,49,13,50,1,3,,0
532,balrog3,balrog3,Equipment,3,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,78,91,92,85,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,1,3,"0,1,2",20,53,13,38,1,3,,0
533,CashDecoderB,CashDecoderB,LotteryKeyItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,DecoderB,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2000,0,,,,,,1,0,,2
534,Fake09Spray,Fake09Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,0,,,240,9124,9208,0,0,0,0,0,2002,0,,,,,,1,0,,
535,Fake10Spray,Fake10Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,0,,,240,9124,9208,0,0,0,0,0,2002,0,,,,,,1,0,,
536,Fake11Spray,Fake11Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,0,,,240,9124,9208,0,0,0,0,0,2002,0,,,,,,1,0,,
537,ReverseEvent,ReverseEvent,PeriodicItem,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,240,9124,9208,0,0,0,0,0,2001,0,,,,,,1,0,,
538,Skull4,Skull4,Equipment,4,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,82,88,86,74,,1,,,0,0,0,0,0,1,,,240,9260,9280,4,0,0,0,676,3,3,"3,1,2",50,120,14,71,1,3,,
539,m16a1ep,m16a1ep,Equipment,4,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,87,80,49,76,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,3,2,"2,0,0",26,33,13,50,1,3,,
540,ZSOriginLicense,ZSOriginLicense,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,2203,0,,,,,,1,0,,
541,cospandahead,cospandahead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
542,cospandaback,cospandaback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
543,cospandapelvis,cospandapelvis,PelvisCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1102,0,,,,,,1,0,,
544,cospandaface,cospandaface,FaceCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,1100,0,,,,,,1,0,,2
546,secretreport4,secretreport4,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,5,9124,0,0,0,0,0,0,3201,0,,,,,,1,0,,
547,weaknessreport3,weaknessreport3,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,240,9124,9208,0,0,0,0,0,3202,0,,,,,,1,0,,
548,coilgun,coilgun,Equipment,3,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,81,91,85,81,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,1,4,"1,2,0",43,73,9,71,1,3,,0
549,kingcobrag,kingcobrag,Equipment,1,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"39,53","60,82",70,"82,46","85,71",,1,,,0,0,0,0,0,1,,,240,9260,9280,8,0,0,0,0,7,4,"3,2,1","49, 69","68, 94","15, 13",61,1,3,,0
550,coscartbluehead,coscartbluehead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
551,coscartredhead,coscartredhead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
552,EventCashDecoderA,EventCashDecoderA,LotteryKeyItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,EventDecoderAA,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
553,ak74u,ak74u,Equipment,4,204,1,1,,0,0,0,0,0,0,0,0,0,0,0,1,24,81,82,91,74,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,3,1,"1,0,0",30,30,13,50,1,3,,
554,balrog11,balrog11,Equipment,2,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,100,58,82,81,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,2,3,"2,3,3",180,240,13,71,1,3,,
555,EventCashDecoder,EventCashDecoder,LotteryKeyItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,EventDecoderA,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
556,watercannon,watercannon,Equipment,6,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,100,95,91,76,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,6,2,"0,1,0",23,75,3,85,1,3,,
557,cossquirrelhead,cossquirrelhead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
558,cossquirrelback,cossquirrelback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
559,cossquirrelpelvis,cossquirrelpelvis,PelvisCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1102,0,,,,,,1,0,,
560,cossquirrelface,cossquirrelface,FaceCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,1100,0,,,,,,1,0,,2
561,AWP-Z,zgun,Equipment,4,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,100,70,26,67,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,4,2,"4,1,0",193,241,27,80,1,3,,
562,skull8,skull8,Equipment,5,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,81,78,90,76,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,5,3,"1,1,1",25,54,13,50,1,3,,
563,psg1,psg1,Equipment,4,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,89,43,71,71,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,4,3,"3,2,0",201,179,17,71,1,3,,
564,plasmagun,plasmagun,Equipment,4,207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,96,8 8,88,71,,1,,,0,0,0,0,0,1,,,240,9260,9280,6,0,0,0,0,3,4,"2,0,3",241,463,19,38,1,3,,0
565,sfsword,sfsword,Equipment,11,4020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,8,4,"2,0,1",,,,,1,5,,
566,bhdagger,bhdagger,Equipment,11,4021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,8,1,"1,0,0",,,,,1,5,,
567,bgalil,bgalil,Equipment,4,210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,79,81,91,81,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,3,2,"1,0,0",35,42,14,50,1,3,,
568,bfamas,bfamas,Equipment,4,211,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,"21,24",90,80,91,81,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,3,2,"1,0,0","31, 32","37, 39",16,44,1,3,,
569,bqbb95,bqbb95,Equipment,5,212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,78,76,90,78,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,5,2,"0,1,0",28,28,18,26,1,3,,
570,bglock18,bglock18,Equipment,1,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"13,11",67,70,86,85,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,7,1,"1,2,0","16, 14","20, 18",8,26,1,3,,
571,busp45,busp45,Equipment,1,214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"18,18",70,70,86,85,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,7,1,"1,0,0","20, 20","22, 23",13,61,1,3,,
572,bmp5,bmp5,Equipment,3,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,75,86,91,85,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,1,2,"2,0,0",18,23,16,38,1,3,,
573,beast-snowman,beast-snowman,Equipment,4,4022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,2203,0,,,,,,1,0,,2
574,cospolarbearhead,cospolarbearhead,HeadCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1100,0,,,,,,1,0,,
575,cospolarbearback,cospolarbearback,BackCostume,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,1,,,0,0,0,0,0,1,,,300,9124,9208,0,0,0,0,0,1101,0,,,,,,1,0,,
576,EventCashDecoderB,EventCashDecoderB,LotteryKeyItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,EventDecoderB,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
577,skull6,skull6,Equipment,5,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,100,79,89,71,,1,,,0,0,0,0,0,1,,,240,9260,9280,5,0,0,0,676,5,3,"1,1,1",32,53,13,50,1,3,,0
578,frozenterrorsmane,frozenterrorsmane,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,5,9124,0,0,0,0,0,0,3201,0,,,,,,1,0,,
579,tknife,tknife,Equipment,1,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,100,73,52,85,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,7,2,"1,0,0",45,45,13,38,1,3,,
580,tknifeex,tknifeex,Equipment,1,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,100,73,52,85,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,7,2,"1,0,0",43,43,13,38,1,3,,
581,tknifeex2,tknifeex2,Equipment,1,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,100,73,48,85,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,0,7,2,"1,0,0",30,30,13,38,1,3,,
582,bow,bow,Equipment,4,221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,100,95,76,78,,1,,,0,0,0,0,0,1,,,240,9260,9280,6,0,0,0,0,3,4,"4,2,1",93,224,25,71,1,3,,
583,uts15g,uts15g,Equipment,2,217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,100,58,72,82,,1,,,0,0,0,0,0,1,,,240,9260,9280,8,0,0,0,0,2,4,"2,2,0",88,212,12,80,1,3,,0
585,arx160,arx160,Equipment,4,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,88,88,"91,90","76,71",,1,,,0,0,0,0,0,1,,,240,9260,9280,8,0,0,0,676,3,2,"5,0,0",34,47,13,50,1,3,,
586,gluttonystongue,gluttonystongue,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,5,9124,0,0,0,0,0,0,3201,0,,,,,,1,0,,
587,janusmk5,janusmk5,Equipment,4,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"23,22",90,84,"91,92",76,,1,,,0,0,0,0,0,1,,,240,9260,9280,0,0,0,0,676,3,3,"2,2,2","24, 23","28, 41",12,61,1,3,,
588,groza,groza,Equipment,4,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,79,77,90,81,,1,,,0,0,0,0,0,1,,,240,9260,9280,8,0,0,0,676,3,2,"2,0,0",35,39,14,50,1,3,,
