Id,NAME,CATEGORY,ICON,DETAIL ICON,BLOCK COST,"SIGNAL(0=없음,1=신호발신,2=신호수신,3=신호송수신)","ATTRIBUTE(0=없음,1=조명,2=액체,3=몬스터,4=아이템,5=캐릭터,6=논리 회로,7=특수효과, 8=단,9=경사,10=역경사)",THEME,HELP QUERY,"TAG(0=NONE, 1=NEW, 2=UPDATE)",테마 코멘트,국가(제외) 코멘트,국가(변경) 코멘트
347,SAND_C_INLIGHT01,1,voxel/icon/decoration/sand_c_inlight01.tga,voxel/icon/decoration/sand_c_inlight01_l.tga,1,0,1,0,page=decoration.txt&scroll=inlight,0,,,
348,SAND_C_INLIGHT02,1,voxel/icon/decoration/sand_c_inlight02.tga,voxel/icon/decoration/sand_c_inlight02_l.tga,1,0,1,0,page=decoration.txt&scroll=inlight,0,,,
349,SAND_C_INLIGHT03,1,voxel/icon/decoration/sand_c_inlight03.tga,voxel/icon/decoration/sand_c_inlight03_l.tga,1,0,1,0,page=decoration.txt&scroll=inlight,0,,,
350,SAND_C_CAR01,1,voxel/icon/decoration/sand_c_car01.tga,voxel/icon/decoration/sand_c_car01_l.tga,1,0,1,0,,0,,,
358,SAND_C_TV01,1,voxel/icon/decoration/sand_c_tv01.tga,voxel/icon/decoration/sand_c_tv01_l.tga,1,0,0,0,,0,,,
363,BB_FLAME3,1,voxel/icon/decoration/fire.tga,,1,0,7,0,,0,,,
364,BB_ANGRAPOISON,1,voxel/icon/decoration/angra_poison.tga,,1,0,7,0,,0,,,
379,SAND_A_LIGHTSTICK01_R,1,voxel/icon/decoration/sand_a_lightstick01_R.tga,voxel/icon/decoration/sand_a_lightstick01_R_l.tga,1,0,1,0,page=decoration.txt&scroll=lightstick,0,,,
380,SAND_A_LIGHTSTICK01_G,1,voxel/icon/decoration/sand_a_lightstick01_G.tga,voxel/icon/decoration/sand_a_lightstick01_G_l.tga,1,0,1,0,page=decoration.txt&scroll=lightstick,0,,,
381,SAND_A_LIGHTSTICK01_B,1,voxel/icon/decoration/sand_a_lightstick01_B.tga,voxel/icon/decoration/sand_a_lightstick01_B_l.tga,1,0,1,0,page=decoration.txt&scroll=lightstick,0,,,
387,ITALIA_A_WIN01,1,voxel/icon/decoration/italia_a_win01.tga,voxel/icon/decoration/italia_a_win01_l.tga,1,0,0,0,page=decoration.txt&scroll=lightstick,0,,,
388,ITALIA_A_WIN02,1,voxel/icon/decoration/italia_a_win02.tga,voxel/icon/decoration/italia_a_win02_l.tga,1,0,0,0,page=decoration.txt&scroll=lightstick,0,,,
389,ITALIA_A_WIN03,1,voxel/icon/decoration/italia_a_win03.tga,voxel/icon/decoration/italia_a_win03_l.tga,1,0,0,0,,0,,,
390,ITALIA_A_WIN04,1,voxel/icon/decoration/italia_a_win04.tga,voxel/icon/decoration/italia_a_win04_l.tga,1,0,0,0,,0,,,
391,ITALIA_A_WIN05,1,voxel/icon/decoration/italia_a_win05.tga,voxel/icon/decoration/italia_a_win05_l.tga,1,0,0,0,,0,,,
392,ITALIA_A_WIN06,1,voxel/icon/decoration/italia_a_win06.tga,voxel/icon/decoration/italia_a_win06_l.tga,1,0,0,0,,0,,,
739,POLICE_B_JAIL01,1,voxel/icon/decoration/police_b_jail01.tga,voxel/icon/decoration/police_b_jail01_l.tga,1,0,0,0,,0,,,
394,SAND_A_BATHHOUSE01,1,voxel/icon/decoration/sand_a_bathhouse01.tga,voxel/icon/decoration/sand_a_bathhouse01_l.tga,1,0,0,0,,0,,,
559,SAND_B_SINK001,1,voxel/icon/decoration/sand_b_sink001.tga,voxel/icon/decoration/sand_b_sink001_l.tga,1,0,0,0,,0,,,
654,SAND_A_URINAL01,1,voxel/icon/decoration/sand_a_urinal01.tga,voxel/icon/decoration/sand_a_urinal01_l.tga,1,0,0,0,,0,,,
557,SAND_B_TOILET01,1,voxel/icon/decoration/sand_b_toilet01.tga,voxel/icon/decoration/sand_b_toilet01_l.tga,1,0,0,0,,0,,,
395,SAND_A_CHAIR01,1,voxel/icon/decoration/sand_a_chair01.tga,voxel/icon/decoration/sand_a_chair01_l.tga,1,0,0,0,,0,,,
396,SAND_A_DESK01,1,voxel/icon/decoration/sand_a_desk01.tga,voxel/icon/decoration/sand_a_desk01_l.tga,1,0,0,0,,0,,,
397,SAND_A_DESK02,1,voxel/icon/decoration/sand_a_desk02.tga,voxel/icon/decoration/sand_a_desk02_l.tga,1,0,0,0,,0,,,
398,SAND_A_DESK03,1,voxel/icon/decoration/sand_a_desk03.tga,voxel/icon/decoration/sand_a_desk03_l.tga,1,0,0,0,,0,,,
671,SAND_B_WORKTABLE01,1,voxel/icon/decoration/sand_b_worktable01.tga,voxel/icon/decoration/sand_b_worktable01_l.tga,1,0,0,0,,0,,,
511,ST_C_CABINET01,1,voxel/icon/decoration/st_c_cabinet01.tga,voxel/icon/decoration/st_c_cabinet01_l.tga,1,0,0,0,,0,,,
512,ST_C_CABINET02,1,voxel/icon/decoration/st_c_cabinet02.tga,voxel/icon/decoration/st_c_cabinet02_l.tga,1,0,0,0,,0,,,
748,POLICE_B_CABINET01,1,voxel/icon/decoration/police_b_cabinet01.tga,voxel/icon/decoration/police_b_cabinet01_l.tga,1,0,0,0,,0,,,
736,FIREHOUSE_B_LOCKER01,1,voxel/icon/decoration/firehouse_b_locker01.tga,voxel/icon/decoration/firehouse_b_locker01_l.tga,1,0,0,0,,0,,,
746,FIREHOUSE_B_HYDRANT01,1,voxel/icon/decoration/firehouse_b_hydrant01.tga,voxel/icon/decoration/firehouse_b_hydrant01_l.tga,1,0,0,0,,0,,,
558,SAND_B_COPYMACHINE,1,voxel/icon/decoration/sand_b_copymachine.tga,voxel/icon/decoration/sand_b_copymachine_l.tga,1,0,0,0,,0,,,
510,ST_C_BUSSTATION,1,voxel/icon/decoration/st_c_busstation.tga,voxel/icon/decoration/st_c_busstation_l.tga,1,0,0,0,,0,,,
713,COMMON_A_BICYLE01,1,voxel/icon/decoration/common_a_bicyle01.tga,voxel/icon/decoration/common_a_bicyle01_l.tga,1,0,0,0,,0,,,
399,SAND_A_TAXI01,1,voxel/icon/decoration/sand_a_taxi01.tga,voxel/icon/decoration/sand_a_taxi01_l.tga,1,0,0,0,,0,,,
400,SAND_A_VAN01_BLUE,1,voxel/icon/decoration/sand_a_van01_blue.tga,voxel/icon/decoration/sand_a_van01_blue_l.tga,1,0,0,0,,0,,,
450,SAND_A_VAN01_RED,1,voxel/icon/decoration/sand_a_van01_red.tga,voxel/icon/decoration/sand_a_van01_red_l.tga,1,0,0,0,,0,,,
451,SAND_A_VAN01_YELLOW,1,voxel/icon/decoration/sand_a_van01_yellow.tga,voxel/icon/decoration/sand_a_van01_yellow_l.tga,1,0,0,0,,0,,,
522,ST_C_FOODTRUCK,1,voxel/icon/decoration/st_c_foodtruck.tga,voxel/icon/decoration/st_c_foodtruck_l.tga,1,0,0,0,,0,,,
722,COMMON_A_FISHINGBOAT01,1,voxel/icon/decoration/common_a_fishingboat01.tga,voxel/icon/decoration/common_a_fishingboat01_l.tga,1,0,0,0,,0,,,
719,COMMON_A_DUMPTRUCK01,1,voxel/icon/decoration/common_a_dumptruck01.tga,voxel/icon/decoration/common_a_dumptruck01_l.tga,1,0,0,0,,0,,,
721,COMMON_A_REMICON01,1,voxel/icon/decoration/common_a_remicon01.tga,voxel/icon/decoration/common_a_remicon01_l.tga,1,0,0,0,,0,,,
737,POLICE_B_CAR01,1,voxel/icon/decoration/police_b_car01.tga,voxel/icon/decoration/police_b_car01_l.tga,1,0,0,0,,0,,,chn
740,POLICE_B_SWAT01,1,voxel/icon/decoration/police_b_swat01.tga,voxel/icon/decoration/police_b_swat01_l.tga,1,0,0,0,,0,,,
732,FIREHOUSE_B_CAR02,1,voxel/icon/decoration/firehouse_b_car02.tga,voxel/icon/decoration/firehouse_b_car02_l.tga,1,0,0,0,,0,,,chn
735,FIREHOUSE_B_CAR01,1,voxel/icon/decoration/firehouse_b_car01.tga,voxel/icon/decoration/firehouse_b_car01_l.tga,1,0,0,0,,0,,,
446,SAND_A_MARKETBOX01,1,voxel/icon/decoration/sand_a_marketbox01.tga,,1,0,0,0,,0,,,
447,SAND_A_MARKETBOX02,1,voxel/icon/decoration/sand_a_marketbox02.tga,,1,0,0,0,,0,,,
448,SAND_A_FREIGHTBOX01,1,voxel/icon/decoration/sand_a_freightbox01.tga,,1,0,0,0,,0,,,
723,COMMON_A_FISHBOX01,1,voxel/icon/decoration/common_a_fishbox01.tga,voxel/icon/decoration/common_a_fishbox01_l.tga,1,0,0,0,,0,,,
724,COMMON_A_FISHBOX02,1,voxel/icon/decoration/common_a_fishbox02.tga,voxel/icon/decoration/common_a_fishbox02_l.tga,1,0,0,0,,0,,,
725,COMMON_A_FRUITBOX01,1,voxel/icon/decoration/common_a_fruitbox01.tga,voxel/icon/decoration/common_a_fruitbox01_l.tga,1,0,0,0,,0,,,
726,COMMON_A_FRUITBOX02,1,voxel/icon/decoration/common_a_fruitbox02.tga,voxel/icon/decoration/common_a_fruitbox02_l.tga,1,0,0,0,,0,,,
502,SAND_A_WATERTANK01,1,voxel/icon/decoration/sand_a_watertank01.tga,voxel/icon/decoration/sand_a_watertank01_l.tga,1,0,0,0,,0,,,
503,SAND_A_MACHINE01,1,voxel/icon/decoration/sand_a_machine01.tga,voxel/icon/decoration/sand_a_machine01_l.tga,1,0,0,0,,0,,,
504,SAND_A_MACHINE02,1,voxel/icon/decoration/sand_a_machine02.tga,voxel/icon/decoration/sand_a_machine02_l.tga,1,0,0,0,,0,,,
555,SAND_B_ACUNIT2,1,voxel/icon/decoration/sand_b_acunit2.tga,voxel/icon/decoration/sand_b_acunit2_l.tga,1,0,0,0,,0,,,
505,ST_C_AIRCONDITIONER,1,voxel/icon/decoration/st_c_airconditioner.tga,voxel/icon/decoration/st_c_airconditioner_l.tga,1,0,0,0,,0,,,
531,ST_C_OUTDOORFAN,1,voxel/icon/decoration/st_c_outdoorfan.tga,voxel/icon/decoration/st_c_outdoorfan_l.tga,1,0,0,0,,0,,,
506,ST_C_ATM,1,voxel/icon/decoration/st_c_atm.tga,voxel/icon/decoration/st_c_atm_l.tga,1,0,0,0,,0,,,
669,ST_C_TRAINMACHINE02,1,voxel/icon/decoration/st_c_trainmachine02.tga,voxel/icon/decoration/st_c_trainmachine02_l.tga,1,0,0,0,,0,,,
535,ST_C_PAYPHONE,1,voxel/icon/decoration/st_c_payphone.tga,voxel/icon/decoration/st_c_payphone_l.tga,1,0,0,0,,0,,,
545,ST_C_STUDENTDESK,1,voxel/icon/decoration/st_c_studentdesk.tga,voxel/icon/decoration/st_c_studentdesk_l.tga,1,0,0,0,,0,,,
670,SAND_B_READINGDESK01,1,voxel/icon/decoration/sand_b_readingdesk01.tga,voxel/icon/decoration/sand_b_readingdesk01_l.tga,1,0,0,0,,0,,,
528,ST_C_LECTUREDESK,1,voxel/icon/decoration/st_c_lecturedesk.tga,voxel/icon/decoration/st_c_lecturedesk_l.tga,1,0,0,0,,0,,,
507,ST_C_BLACKBOARD,1,voxel/icon/decoration/st_c_blackboard.tga,voxel/icon/decoration/st_c_blackboard_l.tga,1,0,0,0,,0,,,
508,ST_C_BOX,1,voxel/icon/decoration/st_c_box.tga,voxel/icon/decoration/st_c_box_l.tga,1,0,0,0,,0,,,
509,ST_C_BOXPACK,1,voxel/icon/decoration/st_c_boxpack.tga,voxel/icon/decoration/st_c_boxpack_l.tga,1,0,0,0,,0,,,
554,SAND_B_BIGWOODBOX01,1,voxel/icon/decoration/sand_b_bigwoodbox01.tga,voxel/icon/decoration/sand_b_bigwoodbox01_l.tga,1,0,0,0,,0,,,
382,SAND_A_BARRICADE01,1,voxel/icon/decoration/sand_a_barricade01.tga,voxel/icon/decoration/sand_a_barricade01_l.tga,1,0,0,0,,0,,,
515,ST_C_DEFENCE,1,voxel/icon/decoration/st_c_defence.tga,voxel/icon/decoration/st_c_defence_l.tga,1,0,0,0,,0,,,
514,ST_C_CURTAIN,1,voxel/icon/decoration/st_c_curtain.tga,voxel/icon/decoration/st_c_curtain_l.tga,1,0,0,0,,0,,,
525,ST_C_HOSPITALBED,1,voxel/icon/decoration/st_c_hospitalbed.tga,voxel/icon/decoration/st_c_hospitalbed_l.tga,1,0,0,0,,0,,,
551,ST_C_WHEELCHAIR,1,voxel/icon/decoration/st_c_wheelchair.tga,voxel/icon/decoration/st_c_wheelchair_l.tga,1,0,0,0,,0,,,
536,ST_C_RINGER,1,voxel/icon/decoration/st_c_ringer.tga,voxel/icon/decoration/st_c_ringer_l.tga,1,0,0,0,,0,,,
734,FIREHOUSE_B_FIREEXTINGUISHER01,1,voxel/icon/decoration/firehouse_b_fireextinguisher01.tga,voxel/icon/decoration/firehouse_b_fireextinguisher01_l.tga,1,0,0,0,,0,,,
526,ST_C_HYDRANT,1,voxel/icon/decoration/st_c_hydrant.tga,voxel/icon/decoration/st_c_hydrant_l.tga,1,0,0,0,,0,,,
527,ST_C_INFORMATIONDESK,1,voxel/icon/decoration/st_c_informationdesk.tga,voxel/icon/decoration/st_c_informationdesk_l.tga,1,0,0,0,,0,,,
529,ST_C_LONGCHAIR,1,voxel/icon/decoration/st_c_longchair.tga,voxel/icon/decoration/st_c_longchair_l.tga,1,0,0,0,,0,,,
530,ST_C_LUMBERS,1,voxel/icon/decoration/st_c_lumbers.tga,voxel/icon/decoration/st_c_lumbers_l.tga,1,0,0,0,,0,,,
524,ST_C_HBEAMS,1,voxel/icon/decoration/st_c_Hbeams.tga,voxel/icon/decoration/st_c_Hbeams_l.tga,1,0,0,0,,0,,,
523,ST_C_FORKLIFT,1,voxel/icon/decoration/st_c_forklift.tga,voxel/icon/decoration/st_c_forklift_l.tga,1,0,0,0,,0,,,
532,ST_C_PALLET,1,voxel/icon/decoration/st_c_pallet.tga,voxel/icon/decoration/st_c_pallet_l.tga,1,0,0,0,,0,,,
533,ST_C_PALLETBLOCK01,1,voxel/icon/decoration/st_c_palletblock01.tga,voxel/icon/decoration/st_c_palletblock01_l.tga,1,0,0,0,,0,,,
534,ST_C_PALLETBLOCK02,1,voxel/icon/decoration/st_c_palletblock02.tga,voxel/icon/decoration/st_c_palletblock02_l.tga,1,0,0,0,,0,,,
556,SAND_B_CONCRETEBAGS02,1,voxel/icon/decoration/sand_b_concretebags02.tga,voxel/icon/decoration/sand_b_concretebags02_l.tga,1,0,0,0,,0,,,
715,COMMON_A_SANDBAG01,1,voxel/icon/decoration/common_a_sandbag01.tga,voxel/icon/decoration/common_a_sandbag01_l.tga,1,0,0,0,,0,,,
716,COMMON_A_SANDBAG02,1,voxel/icon/decoration/common_a_sandbag02.tga,voxel/icon/decoration/common_a_sandbag02_l.tga,1,0,0,0,,0,,,
518,ST_C_DRUM_BLUE,1,voxel/icon/decoration/st_c_drum_blue.tga,voxel/icon/decoration/st_c_drum_blue_l.tga,1,0,0,0,,0,,,
519,ST_C_DRUM_RED,1,voxel/icon/decoration/st_c_drum_red.tga,voxel/icon/decoration/st_c_drum_red_l.tga,1,0,0,0,,0,,,
520,ST_C_ELECTRICWIREROLL,1,voxel/icon/decoration/st_c_electricwireroll.tga,voxel/icon/decoration/st_c_electricwireroll_l.tga,1,0,0,0,,0,,,
521,ST_C_ELECTRICWIREROLL_EMPTY,1,voxel/icon/decoration/st_c_electricwireroll_empty.tga,voxel/icon/decoration/st_c_electricwireroll_empty_l.tga,1,0,0,0,,0,,,
547,ST_C_TOPMONITOR,1,voxel/icon/decoration/st_c_topmonitor.tga,voxel/icon/decoration/st_c_topmonitor_l.tga,1,0,0,0,,0,,,
537,ST_C_SERVER01,1,voxel/icon/decoration/st_c_server01.tga,voxel/icon/decoration/st_c_server01_l.tga,1,0,0,0,,0,,,
538,ST_C_SERVER02,1,voxel/icon/decoration/st_c_server02.tga,voxel/icon/decoration/st_c_server02_l.tga,1,0,0,0,,0,,,
539,ST_C_SERVER03,1,voxel/icon/decoration/st_c_server03.tga,voxel/icon/decoration/st_c_server03_l.tga,1,0,0,0,,0,,,
712,COMMON_A_NOENTRY01,1,voxel/icon/decoration/common_a_noentry01.tga,voxel/icon/decoration/common_a_noentry01_l.tga,1,0,0,0,,0,,,
513,ST_C_CONE01,1,voxel/icon/decoration/st_c_cone01.tga,voxel/icon/decoration/st_c_cone01_l.tga,1,0,0,0,,0,,,
548,ST_C_TRAFFICLIGHT,1,voxel/icon/decoration/st_c_trafficlight.tga,voxel/icon/decoration/st_c_trafficlight_l.tga,1,0,0,0,,0,,,
540,ST_C_SIGN01,1,voxel/icon/decoration/st_c_sign01.tga,voxel/icon/decoration/st_c_sign01_l.tga,1,0,0,0,,0,,,
541,ST_C_SIGN02,1,voxel/icon/decoration/st_c_sign02.tga,voxel/icon/decoration/st_c_sign02_l.tga,1,0,0,0,,0,,,
542,ST_C_SIGN03,1,voxel/icon/decoration/st_c_sign03.tga,voxel/icon/decoration/st_c_sign03_l.tga,1,0,0,0,,0,,,
543,ST_C_SIGN04,1,voxel/icon/decoration/st_c_sign04.tga,voxel/icon/decoration/st_c_sign04_l.tga,1,0,0,0,,0,,,
544,ST_C_SIGN05,1,voxel/icon/decoration/st_c_sign05.tga,voxel/icon/decoration/st_c_sign05_l.tga,1,0,0,0,,0,,,
717,COMMON_A_FLAGBLUE01,1,voxel/icon/decoration/common_a_flagblue01.tga,voxel/icon/decoration/common_a_flagblue01_l.tga,1,0,0,0,,0,,,
718,COMMON_A_FLAGRED01,1,voxel/icon/decoration/common_a_flagred01.tga,voxel/icon/decoration/common_a_flagred01_l.tga,1,0,0,0,,0,,,
546,ST_C_TANK,1,voxel/icon/decoration/st_c_tank.tga,voxel/icon/decoration/st_c_tank_l.tga,1,0,0,0,,0,,,
549,ST_C_TRASHCAN,1,voxel/icon/decoration/st_c_trashcan.tga,voxel/icon/decoration/st_c_trashcan_l.tga,1,0,0,0,,0,,,
550,ST_C_TRASHTRUCK,1,voxel/icon/decoration/st_c_trashtruck.tga,voxel/icon/decoration/st_c_trashtruck_l.tga,1,0,0,0,,0,,,
561,SAND_B_SATELLITEDISH01,1,voxel/icon/decoration/sand_b_satellitedish01.tga,voxel/icon/decoration/sand_b_satellitedish01_l.tga,1,0,0,0,,0,,,
562,SAND_B_BED01,1,voxel/icon/decoration/sand_b_bed01.tga,voxel/icon/decoration/sand_b_bed01_l.tga,1,0,0,0,,0,,,
564,SAND_B_FURNITURE_VANITY01,1,voxel/icon/decoration/sand_b_furniture_vanity01.tga,voxel/icon/decoration/sand_b_furniture_vanity01_l.tga,1,0,0,0,,0,,,
563,SAND_B_TIRE01,1,voxel/icon/decoration/sand_b_tire01.tga,voxel/icon/decoration/sand_b_tire01_l.tga,1,0,0,0,,0,,,
565,SAND_B_FOUNTAIN01,1,voxel/icon/decoration/sand_b_fountain01.tga,voxel/icon/decoration/sand_b_fountain01_l.tga,1,0,0,0,,0,,,
566,SAND_A_PIPE01,1,voxel/icon/decoration/sand_a_pipe01.tga,voxel/icon/decoration/sand_a_pipe01_l.tga,1,0,0,0,,0,,,
567,SAND_A_PIPE02,1,voxel/icon/decoration/sand_a_pipe02.tga,voxel/icon/decoration/sand_a_pipe02_l.tga,1,0,0,0,,0,,,
568,SAND_A_PIPE03,1,voxel/icon/decoration/sand_a_pipe03.tga,voxel/icon/decoration/sand_a_pipe03_l.tga,1,0,0,0,,0,,,
569,SAND_A_PIPE04,1,voxel/icon/decoration/sand_a_pipe04.tga,voxel/icon/decoration/sand_a_pipe04_l.tga,1,0,0,0,,0,,,
570,SAND_A_PIPE05,1,voxel/icon/decoration/sand_a_pipe05.tga,voxel/icon/decoration/sand_a_pipe05_l.tga,1,0,0,0,,0,,,
595,SAND_B_LIONFOUNTAIN01,1,voxel/icon/decoration/sand_b_lionfountain01.tga,voxel/icon/decoration/sand_b_lionfountain01_l.tga,1,0,0,0,,0,,,
596,SAND_B_BENCH01,1,voxel/icon/decoration/sand_b_bench01.tga,voxel/icon/decoration/sand_b_bench01_l.tga,1,0,0,0,,0,,,
597,SAND_B_PARASOL01,1,voxel/icon/decoration/sand_b_parasol01.tga,voxel/icon/decoration/sand_b_parasol01_l.tga,1,0,0,0,,0,,,
598,ST_C_CVSDESK01,1,voxel/icon/decoration/st_c_cvsdesk01.tga,voxel/icon/decoration/st_c_cvsdesk01_l.tga,1,0,0,0,,0,,,
599,ST_C_SHELF_EMPTY,1,voxel/icon/decoration/st_c_shelf_empty.tga,voxel/icon/decoration/st_c_shelf_empty_l.tga,1,0,0,0,,0,,,
600,ST_C_SHELF_SNACK,1,voxel/icon/decoration/st_c_shelf_snack.tga,voxel/icon/decoration/st_c_shelf_snack_l.tga,1,0,0,0,,0,,,
660,ST_C_SNACKSHELF_FULL,1,voxel/icon/decoration/st_c_snackshelf_full.tga,voxel/icon/decoration/st_c_snackshelf_full_l.tga,1,0,0,0,,0,,,
661,ST_C_REF_FULL,1,voxel/icon/decoration/st_c_ref_full.tga,voxel/icon/decoration/st_c_ref_full_l.tga,1,0,0,0,,0,,,
662,ST_C_REF_EMPTY,1,voxel/icon/decoration/st_c_ref_empty.tga,voxel/icon/decoration/st_c_ref_empty_l.tga,1,0,0,0,,0,,,
601,ST_C_CASHREGISTER01,1,voxel/icon/decoration/st_c_cashregister01.tga,voxel/icon/decoration/st_c_cashregister01_l.tga,1,0,0,0,,0,,,
754,COMMON_C_CASHIER,1,voxel/icon/decoration/common_c_cashier.tga,voxel/icon/decoration/common_c_cashier_l.tga,1,0,0,0,,0,,,
755,COMMON_C_SCALE,1,voxel/icon/decoration/common_c_scale.tga,voxel/icon/decoration/common_c_scale_l.tga,1,0,0,0,,0,,,
560,SAND_B_MACHINE01,1,voxel/icon/decoration/sand_b_machine01.tga,voxel/icon/decoration/sand_b_machine01_l.tga,1,0,0,0,,0,,,
602,ST_C_COOLER01,1,voxel/icon/decoration/st_c_cooler01.tga,voxel/icon/decoration/st_c_cooler01_l.tga,1,0,0,0,,0,,,
603,ST_C_BEERBOX01,1,voxel/icon/decoration/st_c_beerbox01.tga,voxel/icon/decoration/st_c_beerbox01_l.tga,1,0,0,0,,0,,,
720,COMMON_A_TORCHLIGHT01,1,voxel/icon/decoration/common_a_torchlight01.tga,voxel/icon/decoration/common_a_torchlight01_l.tga,1,0,0,0,,0,,,
741,POLICE_B_MARK01,1,voxel/icon/decoration/police_b_mark01.tga,voxel/icon/decoration/police_b_mark01_l.tga,1,0,0,0,,0,,chn,
465,MAPLE_A_FLOWER01,1,voxel/icon/decoration/maple_a_flower01.tga,voxel/icon/decoration/maple_a_flower01_l.tga,1,0,0,8008,,0,maple,,
466,MAPLE_A_FLOWER02,1,voxel/icon/decoration/maple_a_flower02.tga,voxel/icon/decoration/maple_a_flower02_l.tga,1,0,0,8008,,0,maple,,
467,MAPLE_A_FORTRESS01,1,voxel/icon/decoration/maple_a_fortress01.tga,voxel/icon/decoration/maple_a_fortress01_l.tga,1,0,0,8008,,0,maple,,
468,MAPLE_A_FORTRESS02,1,voxel/icon/decoration/maple_a_fortress02.tga,voxel/icon/decoration/maple_a_fortress02_l.tga,1,0,0,8008,,0,maple,,
469,MAPLE_A_FORTRESS03,1,voxel/icon/decoration/maple_a_fortress03.tga,voxel/icon/decoration/maple_a_fortress03_l.tga,1,0,0,8008,,0,maple,,
470,MAPLE_A_FORTRESS04,1,voxel/icon/decoration/maple_a_fortress04.tga,voxel/icon/decoration/maple_a_fortress04_l.tga,1,0,0,8008,,0,maple,,
471,MAPLE_A_FORTRESSDOOR01,1,voxel/icon/decoration/maple_a_fortressdoor01.tga,voxel/icon/decoration/maple_a_fortressdoor01_l.tga,1,0,0,8008,,0,maple,,
472,MAPLE_A_FORTRESSDOOR02,1,voxel/icon/decoration/maple_a_fortressdoor02.tga,voxel/icon/decoration/maple_a_fortressdoor02_l.tga,1,0,0,8008,,0,maple,,
473,MAPLE_A_TREE01_GREEN,1,voxel/icon/decoration/maple_a_tree01_GREEN.tga,voxel/icon/decoration/maple_a_tree01_GREEN_l.tga,1,0,0,8008,,0,maple,,
474,MAPLE_A_TREE01_YELLOW,1,voxel/icon/decoration/maple_a_tree01_YELLOW.tga,voxel/icon/decoration/maple_a_tree01_YELLOW.tga,1,0,0,8008,,0,maple,,
475,MAPLE_A_TREE01_RED,1,voxel/icon/decoration/maple_a_tree01_RED.tga,voxel/icon/decoration/maple_a_tree01_RED.tga,1,0,0,8008,,0,maple,,
476,MAPLE_A_TREE02_GREEN,1,voxel/icon/decoration/maple_a_tree02_GREEN.tga,voxel/icon/decoration/maple_a_tree02_GREEN_l.tga,1,0,0,8008,,0,maple,,
477,MAPLE_A_TREE02_YELLOW,1,voxel/icon/decoration/maple_a_tree02_YELLOW.tga,voxel/icon/decoration/maple_a_tree02_YELLOW_l.tga,1,0,0,8008,,0,maple,,
478,MAPLE_A_TREE02_RED,1,voxel/icon/decoration/maple_a_tree02_RED.tga,voxel/icon/decoration/maple_a_tree02_RED_l.tga,1,0,0,8008,,0,maple,,
479,MAPLE_A_TREE03_GREEN,1,voxel/icon/decoration/maple_a_tree03_GREEN.tga,voxel/icon/decoration/maple_a_tree03_GREEN_l.tga,1,0,0,8008,,0,maple,,
480,MAPLE_A_TREE03_YELLOW,1,voxel/icon/decoration/maple_a_tree03_YELLOW.tga,voxel/icon/decoration/maple_a_tree03_YELLOW_l.tga,1,0,0,8008,,0,maple,,
481,MAPLE_A_TREE03_BORA,1,voxel/icon/decoration/maple_a_tree03_BORA.tga,voxel/icon/decoration/maple_a_tree03_BORA_l.tga,1,0,0,8008,,0,maple,,
482,MAPLE_A_HOUSE01,1,voxel/icon/decoration/maple_a_house03.tga,voxel/icon/decoration/maple_a_house03_l.tga,1,0,0,8008,,0,maple,,
483,MAPLE_A_HOUSE02,1,voxel/icon/decoration/maple_a_house02.tga,voxel/icon/decoration/maple_a_house02_l.tga,1,0,0,8008,,0,maple,,
484,MAPLE_A_HOUSE03,1,voxel/icon/decoration/maple_a_house01.tga,voxel/icon/decoration/maple_a_house01_l.tga,1,0,0,8008,,0,maple,,
485,MAPLE_A_FOUNTAIN01,1,voxel/icon/decoration/maple_a_fountain01.tga,voxel/icon/decoration/maple_a_fountain01_l.tga,1,0,0,8008,,0,maple,,
486,MAPLE_A_DRUM01,1,voxel/icon/decoration/maple_a_drum01.tga,voxel/icon/decoration/maple_a_drum01_l.tga,1,0,0,8008,,0,maple,,
491,MAPLE_A_CART01,1,voxel/icon/decoration/maple_a_cart01.tga,voxel/icon/decoration/maple_a_cart01_l.tga,1,0,0,8008,,0,maple,,
492,MAPLE_A_CART02,1,voxel/icon/decoration/maple_a_cart02.tga,voxel/icon/decoration/maple_a_cart02_l.tga,1,0,0,8008,,0,maple,,
493,MAPLE_A_FENCE01,1,voxel/icon/decoration/maple_a_fence01.tga,voxel/icon/decoration/maple_a_fence01_l.tga,1,0,0,8008,,0,maple,,
494,MAPLE_A_FENCE02,1,voxel/icon/decoration/maple_a_fence02.tga,voxel/icon/decoration/maple_a_fence02_l.tga,1,0,0,8008,,0,maple,,
495,MAPLE_A_FENCE03,1,voxel/icon/decoration/maple_a_fence03.tga,voxel/icon/decoration/maple_a_fence03_l.tga,1,0,0,8008,,0,maple,,
496,MAPLE_A_CORN01,1,voxel/icon/decoration/maple_a_corn01.tga,voxel/icon/decoration/maple_a_corn01_l.tga,1,0,0,8008,,0,maple,,
497,MAPLE_A_GRASS01,1,voxel/icon/decoration/maple_a_grass01.tga,voxel/icon/decoration/maple_a_grass01_l.tga,1,0,0,8008,,0,maple,,
498,MAPLE_A_ROCK01,1,voxel/icon/decoration/maple_a_rock01.tga,voxel/icon/decoration/maple_a_rock01_l.tga,1,0,0,8008,,0,maple,,
